n,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score
Shaquille Harrison,3,0,2,1,4,4,0,62.5,8,1,37.5,8,5,3,13,18:10,-3,4,0,1,29-Oct-18,90,44,48,33,24,28,22,39,35,124,149,"Smith""""","Wright""""",Workman,GOLDEN,GSW,CHI,22
Robin Lopez,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,29-Oct-18,90,44,48,33,24,28,22,39,35,124,149,"Smith""""","Wright""""",Workman,GOLDEN,GSW,CHI,NA
Norman Powell,2,66.7,3,0,2,3,2,66.7,3,0,100,2,2,3,8,27:07:00,-12,3,0,0,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""""","Forte""""",Washington,MILWAUKEE,TOR,MIL,17.5
Pascal Siakam,2,0,4,2,2,8,0,62.5,16,2,66.7,3,10,6,22,33:19:00,-11,2,1,4,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""""","Forte""""",Washington,MILWAUKEE,TOR,MIL,44
Serge Ibaka,4,40,5,0,3,9,2,57.1,21,2,100,4,12,7,30,28:30:00,7,1,1,0,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""""","Forte""""",Washington,MILWAUKEE,TOR,MIL,43.5
Danny Green,0,66.7,3,1,0,5,2,50,6,1,0,0,3,4,8,29:42:00,-6,1,0,1,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""""","Forte""""",Washington,MILWAUKEE,TOR,MIL,20.5
Kyle Lowry,3,0,9,4,3,6,0,21.4,14,2,60,5,3,4,9,34:09:00,-10,15,1,2,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""""","Forte""""",Washington,MILWAUKEE,TOR,MIL,39.5
Lorenzo Brown,0,20,5,1,3,4,1,22.2,9,1,0,0,2,3,5,19:07,-7,2,2,1,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""""","Forte""""",Washington,MILWAUKEE,TOR,MIL,22
CJ Miles,1,14.3,7,1,1,1,1,14.3,7,0,50,2,1,1,4,19:29,-27,0,1,0,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""""","Forte""""",Washington,MILWAUKEE,TOR,MIL,8
Delon Wright,2,0,1,0,1,2,0,20,5,0,100,2,1,2,4,13:09,-15,1,0,0,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""""","Forte""""",Washington,MILWAUKEE,TOR,MIL,5.5
Jonas Valanciunas,4,0,1,0,1,3,0,30,10,2,100,4,3,1,10,12:55,-21,0,0,1,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""""","Forte""""",Washington,MILWAUKEE,TOR,MIL,12
Malachi Richardson,0,16.7,6,1,2,3,1,16.7,6,0,0,0,1,3,3,13:10,4,0,0,0,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""""","Forte""""",Washington,MILWAUKEE,TOR,MIL,7
Greg Monroe,0,0,0,0,1,4,0,0,4,2,0,0,0,2,0,4:49,7,0,0,0,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""""","Forte""""",Washington,MILWAUKEE,TOR,MIL,4
Chris Boucher,4,0,1,0,0,2,0,50,2,2,66.7,6,1,0,6,2:17,8,0,1,0,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""""","Forte""""",Washington,MILWAUKEE,TOR,MIL,7
Jordan Loyd,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2:17,8,0,0,0,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""""","Forte""""",Washington,MILWAUKEE,TOR,MIL,1
Khris Middleton,2,44.4,9,3,4,4,4,36.4,11,0,66.7,3,4,4,14,31:15:00,18,8,0,2,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""""","Forte""""",Washington,MILWAUKEE,TOR,MIL,39
Ersan Ilyasova,0,50,6,1,1,10,3,66.7,12,2,0,0,8,8,19,23:30,9,2,0,0,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""""","Forte""""",Washington,MILWAUKEE,TOR,MIL,37
Brook Lopez,2,20,5,1,2,4,1,30,10,1,100,2,3,3,9,28:39:00,6,1,1,0,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""""","Forte""""",Washington,MILWAUKEE,TOR,MIL,16.5
Malcolm Brogdon,5,0,1,2,4,5,0,54.5,11,1,100,5,6,4,17,27:47:00,27,3,0,0,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""""","Forte""""",Washington,MILWAUKEE,TOR,MIL,19.5
Eric Bledsoe,1,40,5,3,2,2,2,58.3,12,0,100,1,7,2,17,25:56:00,-1,8,1,0,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""""","Forte""""",Washington,MILWAUKEE,TOR,MIL,34
Donte DiVincenzo,2,40,5,1,0,8,2,44.4,9,0,100,2,4,8,12,22:47,7,2,0,0,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""""","Forte""""",Washington,MILWAUKEE,TOR,MIL,24
Thon Maker,1,50,4,2,1,7,2,57.1,7,0,50,2,4,7,11,23:13,6,2,1,0,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""""","Forte""""",Washington,MILWAUKEE,TOR,MIL,25
John Henson,0,0,1,2,2,5,0,50,4,2,0,0,2,3,4,10:39,14,1,0,1,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""""","Forte""""",Washington,MILWAUKEE,TOR,MIL,11.5
Tony Snell,0,100,3,0,1,2,3,100,4,0,0,0,4,2,11,16:24,20,1,1,1,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""""","Forte""""",Washington,MILWAUKEE,TOR,MIL,26.5
Pat Connaughton,0,50,4,1,1,8,2,37.5,8,2,0,2,3,6,8,16:25,-3,0,0,1,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""""","Forte""""",Washington,MILWAUKEE,TOR,MIL,22
Sterling Brown,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4:29,-10,0,0,0,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""""","Forte""""",Washington,MILWAUKEE,TOR,MIL,1
Matthew Dellavedova,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,4:29,-10,0,0,0,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""""","Forte""""",Washington,MILWAUKEE,TOR,MIL,-1
Christian Wood,2,0,1,0,1,1,0,0,2,0,100,2,0,1,2,4:27,-8,0,0,0,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""""","Forte""""",Washington,MILWAUKEE,TOR,MIL,1
LeBron James,4,50,6,5,2,10,3,47.8,23,3,80,5,11,7,29,36:16:00,-6,8,2,2,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""""","Lindsay""""",Smith,MINNESOTA,LAL,MIN,60
Kyle Kuzma,1,28.6,7,0,2,6,2,44.4,18,2,50,2,8,4,19,32:16:00,-6,3,0,0,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""""","Lindsay""""",Smith,MINNESOTA,LAL,MIN,32.5
JaVale McGee,1,0,0,3,3,5,0,75,8,2,50,2,6,3,13,30:52:00,-6,0,3,2,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""""","Lindsay""""",Smith,MINNESOTA,LAL,MIN,29
Brandon Ingram,3,60,5,4,5,5,3,50,18,3,75,4,9,2,24,25:08:00,3,2,3,0,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""""","Lindsay""""",Smith,MINNESOTA,LAL,MIN,40
Lonzo Ball,0,0,4,1,1,1,0,33.3,6,0,0,0,2,1,4,23:36,-11,1,0,0,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""""","Lindsay""""",Smith,MINNESOTA,LAL,MIN,5.5
Johnathan Williams,0,0,0,0,3,4,0,33.3,3,3,0,0,1,1,2,14:16,0,1,0,0,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""""","Lindsay""""",Smith,MINNESOTA,LAL,MIN,7.5
Josh Hart,0,25,4,0,3,6,1,25,8,2,0,0,2,4,5,24:28:00,-3,1,0,1,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""""","Lindsay""""",Smith,MINNESOTA,LAL,MIN,17.5
Rajon Rondo,0,50,2,4,2,6,1,66.7,9,1,0,0,6,5,13,31:52:00,0,8,0,0,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""""","Lindsay""""",Smith,MINNESOTA,LAL,MIN,29
Lance Stephenson,1,50,4,1,3,4,2,40,10,1,50,2,4,3,11,14:31,2,0,0,3,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""""","Lindsay""""",Smith,MINNESOTA,LAL,MIN,26
Kentavious CaldwellPope,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,6:45,7,0,0,0,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""""","Lindsay""""",Smith,MINNESOTA,LAL,MIN,1
Michael Beasley,NA,NA,NA,NA,NA,NA,NA,NA,PERSONAL,NA,NA,NA,,NA,NA,NWT,NA,NA,NA,NA,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""""","Lindsay""""",Smith,MINNESOTA,LAL,MIN,NA
Svi Mykhailiuk,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""""","Lindsay""""",Smith,MINNESOTA,LAL,MIN,NA
Ivica Zubac,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""""","Lindsay""""",Smith,MINNESOTA,LAL,MIN,NA
Jimmy Butler,2,85.7,7,0,1,6,6,60,20,1,100,2,12,5,32,36:38:00,5,4,2,1,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""""","Lindsay""""",Smith,MINNESOTA,LAL,MIN,63
Taj Gibson,2,0,0,1,0,6,0,42.9,7,5,50,4,3,1,8,28:52:00,3,0,3,2,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""""","Lindsay""""",Smith,MINNESOTA,LAL,MIN,26
KarlAnthony Towns,8,50,6,5,4,16,3,38.9,18,9,100,8,7,7,25,32:00:00,5,6,4,1,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""""","Lindsay""""",Smith,MINNESOTA,LAL,MIN,58
Josh Okogie,4,20,5,0,2,4,1,46.2,13,0,100,4,6,4,17,30:05:00,1,3,1,3,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""""","Lindsay""""",Smith,MINNESOTA,LAL,MIN,35.5
Jeff Teague,5,0,4,2,3,3,0,16.7,12,0,100,5,2,3,9,32:13:00,-3,5,0,2,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""""","Lindsay""""",Smith,MINNESOTA,LAL,MIN,18.5
Gorgui Dieng,2,50,2,3,2,5,1,60,5,0,100,2,3,5,9,16:00,-1,0,0,1,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""""","Lindsay""""",Smith,MINNESOTA,LAL,MIN,14
Derrick Rose,3,0,1,2,0,7,0,25,16,4,60,5,4,3,11,29:17:00,2,7,0,0,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""""","Lindsay""""",Smith,MINNESOTA,LAL,MIN,23.5
Anthony Tolliver,0,100,2,1,1,4,2,100,4,1,0,0,4,3,10,19:08,1,0,2,0,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""""","Lindsay""""",Smith,MINNESOTA,LAL,MIN,23
Tyus Jones,0,50,2,0,1,0,1,33.3,3,0,0,0,1,0,3,15:47,7,1,0,1,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""""","Lindsay""""",Smith,MINNESOTA,LAL,MIN,9.5
Keita BatesDiop,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""""","Lindsay""""",Smith,MINNESOTA,LAL,MIN,NA
Luol Deng,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""""","Lindsay""""",Smith,MINNESOTA,LAL,MIN,NA
James Nunnally,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""""","Lindsay""""",Smith,MINNESOTA,LAL,MIN,NA
CJ Williams,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""""","Lindsay""""",Smith,MINNESOTA,LAL,MIN,NA
Harrison Barnes,0,40,5,2,2,6,2,57.1,14,0,0,1,8,6,18,34:05:00,2,1,0,1,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""""","Barnaky""""",Goldenberg,SAN,DAL,SAS,30.5
Luka Doncic,5,66.7,6,6,0,8,4,61.1,18,2,83.3,6,11,6,31,39:54:00,7,4,1,1,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""""","Barnaky""""",Goldenberg,SAN,DAL,SAS,48
DeAndre Jordan,0,0,0,3,3,19,0,66.7,6,1,0,2,4,18,8,41:07:00,13,2,1,1,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""""","Barnaky""""",Goldenberg,SAN,DAL,SAS,33
Wesley Matthews,2,0,4,2,4,2,0,30,10,0,100,2,3,2,8,39:03:00,14,3,0,0,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""""","Barnaky""""",Goldenberg,SAN,DAL,SAS,10.5
Dennis Smith,3,16.7,6,4,3,1,1,50,18,0,75,4,9,1,22,37:47:00,15,4,0,2,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""""","Barnaky""""",Goldenberg,SAN,DAL,SAS,30
Dorian FinneySmith,0,50,4,0,1,4,2,42.9,7,2,0,0,3,2,8,16:01,-9,0,0,1,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""""","Barnaky""""",Goldenberg,SAN,DAL,SAS,19
JJ Barea,0,50,2,2,2,4,1,37.5,8,1,0,0,3,3,7,15:10,-20,0,0,1,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""""","Barnaky""""",Goldenberg,SAN,DAL,SAS,14
Dwight Powell,0,0,1,0,3,1,0,0,1,0,0,0,0,1,0,11:45,-16,0,0,1,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""""","Barnaky""""",Goldenberg,SAN,DAL,SAS,4
Jalen Brunson,2,0,2,1,1,0,0,40,5,0,100,2,2,0,6,14:01,-19,1,0,0,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""""","Barnaky""""",Goldenberg,SAN,DAL,SAS,4.5
Maxi Kleber,0,0,4,2,2,4,0,0,4,2,0,0,0,2,0,16:08,-12,0,1,1,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""""","Barnaky""""",Goldenberg,SAN,DAL,SAS,8
Ryan Broekhoff,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""""","Barnaky""""",Goldenberg,SAN,DAL,SAS,NA
Salah Mejri,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""""","Barnaky""""",Goldenberg,SAN,DAL,SAS,NA
Dante Cunningham,0,0,1,0,1,4,0,50,4,0,0,0,2,4,4,26:12:00,-11,1,0,1,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""""","Barnaky""""",Goldenberg,SAN,DAL,SAS,12.5
Rudy Gay,1,100,2,7,3,11,2,46.2,13,1,50,2,6,10,15,40:02:00,2,4,0,6,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""""","Barnaky""""",Goldenberg,SAN,DAL,SAS,46
LaMarcus Aldridge,8,0,0,1,2,6,0,35.3,17,3,100,8,6,3,20,39:58:00,-7,4,0,1,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""""","Barnaky""""",Goldenberg,SAN,DAL,SAS,26
DeMar DeRozan,10,0,1,2,4,6,0,57.1,21,1,100,10,12,5,34,42:53:00,-7,9,0,3,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""""","Barnaky""""",Goldenberg,SAN,DAL,SAS,50.5
Bryn Forbes,0,40,5,2,3,0,2,45.5,11,0,0,0,5,0,12,29:35:00,15,1,0,1,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""""","Barnaky""""",Goldenberg,SAN,DAL,SAS,18.5
Patty Mills,0,50,4,2,0,3,2,44.4,9,0,0,0,4,3,10,34:05:00,3,2,0,1,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""""","Barnaky""""",Goldenberg,SAN,DAL,SAS,21
Marco Belinelli,1,33.3,6,0,3,3,2,41.7,12,0,100,1,5,3,13,23:16,21,1,0,2,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""""","Barnaky""""",Goldenberg,SAN,DAL,SAS,26.5
Pau Gasol,0,0,0,2,2,5,0,0,1,0,0,0,0,5,0,14:50,12,5,2,1,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""""","Barnaky""""",Goldenberg,SAN,DAL,SAS,19.5
Quincy Pondexter,0,0,0,0,1,3,0,100,1,0,0,0,1,3,2,4:53,4,0,0,1,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""""","Barnaky""""",Goldenberg,SAN,DAL,SAS,8
Davis Bertans,0,100,1,1,0,0,1,50,2,0,0,0,1,0,3,9:16,-7,0,0,0,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""""","Barnaky""""",Goldenberg,SAN,DAL,SAS,4
Chimezie Metu,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""""","Barnaky""""",Goldenberg,SAN,DAL,SAS,NA
Jakob Poeltl,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""""","Barnaky""""",Goldenberg,SAN,DAL,SAS,NA
ETwaun Moore,1,60,5,5,3,2,3,70,10,1,50,2,7,1,18,37:46:00,4,2,0,0,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""""","Mott""""",Buchert,DENVER,NOP,DEN,23
Nikola Mirotic,0,27.3,11,2,1,10,3,41.2,17,0,0,2,7,10,17,37:53:00,-4,2,1,3,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""""","Mott""""",Buchert,DENVER,NOP,DEN,46
Jahlil Okafor,1,0,0,2,2,3,0,44.4,9,2,100,1,4,1,9,17:47,-4,0,0,0,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""""","Mott""""",Buchert,DENVER,NOP,DEN,9
Solomon Hill,2,0,2,1,1,2,0,20,5,1,100,2,1,1,4,19:47,-8,2,0,0,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""""","Mott""""",Buchert,DENVER,NOP,DEN,6
Jrue Holiday,0,66.7,3,5,6,8,2,53.8,13,0,0,0,7,8,16,34:30:00,3,9,1,1,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""""","Mott""""",Buchert,DENVER,NOP,DEN,42.5
Julius Randle,8,0,0,5,4,8,0,61.5,13,1,72.7,11,8,7,24,26:30:00,-2,6,1,1,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""""","Mott""""",Buchert,DENVER,NOP,DEN,34
Frank Jackson,0,100,2,0,2,2,2,50,8,0,0,0,4,2,10,26:28:00,2,1,0,1,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""""","Mott""""",Buchert,DENVER,NOP,DEN,20.5
Tim Frazier,0,100,1,0,2,3,1,100,2,0,0,0,2,3,5,19:58,-13,3,1,1,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""""","Mott""""",Buchert,DENVER,NOP,DEN,20.5
Ian Clark,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,5:42,-7,1,0,0,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""""","Mott""""",Buchert,DENVER,NOP,DEN,2.5
Cheick Diallo,2,0,0,2,3,5,0,75,4,2,100,2,3,3,8,13:39,4,2,1,1,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""""","Mott""""",Buchert,DENVER,NOP,DEN,18
Anthony Davis,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""""","Mott""""",Buchert,DENVER,NOP,DEN,NA
Wesley Johnson,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""""","Mott""""",Buchert,DENVER,NOP,DEN,NA
Kenrich Williams,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""""","Mott""""",Buchert,DENVER,NOP,DEN,NA
Torrey Craig,0,0,3,0,0,1,0,25,4,0,0,0,1,1,2,9:21,-11,0,0,0,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""""","Mott""""",Buchert,DENVER,NOP,DEN,3
Paul Millsap,4,50,4,3,2,8,2,50,12,3,100,4,6,5,18,26:52:00,1,3,1,1,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""""","Mott""""",Buchert,DENVER,NOP,DEN,33.5
Nikola Jokic,4,50,4,0,4,9,2,37.5,8,1,100,4,3,8,12,28:57:00,5,10,2,0,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""""","Mott""""",Buchert,DENVER,NOP,DEN,42
Gary Harris,6,33.3,3,0,3,6,1,50,16,1,75,8,8,5,23,33:01:00,2,6,1,2,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""""","Mott""""",Buchert,DENVER,NOP,DEN,43
Jamal Murray,3,40,5,3,1,5,2,47.4,19,1,100,3,9,4,23,38:52:00,4,2,1,5,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""""","Mott""""",Buchert,DENVER,NOP,DEN,47
Monte Morris,0,25,4,2,1,0,1,33.3,9,0,0,0,3,0,7,24:11:00,2,2,0,3,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""""","Mott""""",Buchert,DENVER,NOP,DEN,19
Juancho Hernangomez,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7:41,4,1,0,0,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""""","Mott""""",Buchert,DENVER,NOP,DEN,1.5
Trey Lyles,4,16.7,6,0,3,1,1,42.9,14,0,100,4,6,1,17,21:08,4,1,0,1,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""""","Mott""""",Buchert,DENVER,NOP,DEN,20.5
Mason Plumlee,0,0,0,4,1,5,0,50,2,3,0,0,1,2,2,18:30,4,1,0,2,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""""","Mott""""",Buchert,DENVER,NOP,DEN,10.5
Malik Beasley,0,33.3,6,1,1,6,2,55.6,9,0,0,0,5,6,12,31:27:00,10,2,0,0,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""""","Mott""""",Buchert,DENVER,NOP,DEN,24
DeVaughn AkoonPurcell,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""""","Mott""""",Buchert,DENVER,NOP,DEN,NA
Tyler Lydon,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""""","Mott""""",Buchert,DENVER,NOP,DEN,NA
Rodney McGruder,0,50,6,1,3,3,3,38.5,13,0,0,0,5,3,13,34:59:00,-11,2,0,2,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""""","Kogut""""",Ransom,CHARLOTTE,MIA,CHA,30
Kelly Olynyk,5,33.3,3,2,3,3,1,66.7,6,2,83.3,6,4,1,14,21:25,-3,3,0,2,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""""","Kogut""""",Ransom,CHARLOTTE,MIA,CHA,22.5
Hassan Whiteside,4,0,0,2,2,12,0,54.5,11,5,100,4,6,7,16,29:01:00,-11,0,2,0,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""""","Kogut""""",Ransom,CHARLOTTE,MIA,CHA,28
Josh Richardson,4,25,4,1,5,2,1,38.5,13,0,80,5,5,2,15,28:44:00,5,3,1,1,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""""","Kogut""""",Ransom,CHARLOTTE,MIA,CHA,24.5
Goran Dragic,2,16.7,6,4,2,1,1,27.3,11,0,100,2,3,1,9,24:39:00,-11,3,0,0,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""""","Kogut""""",Ransom,CHARLOTTE,MIA,CHA,10.5
Dwyane Wade,3,66.7,6,1,2,1,4,60,10,0,100,3,6,1,19,24:39:00,-14,4,0,1,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""""","Kogut""""",Ransom,CHARLOTTE,MIA,CHA,33
Justise Winslow,1,0,1,2,3,3,0,28.6,7,0,100,1,2,3,5,29:47:00,-6,5,1,2,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""""","Kogut""""",Ransom,CHARLOTTE,MIA,CHA,21.5
Tyler Johnson,1,50,2,2,3,2,1,71.4,7,0,33.3,3,5,2,12,26:13:00,-8,3,1,1,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""""","Kogut""""",Ransom,CHARLOTTE,MIA,CHA,23.5
